field-0	field-1	field-2	field-3	field-4	field-5	field-6	field-7	field-8	field-9	field-10	field-11	field-12	field-13	field-14	field-15	field-16	field-17	field-18	field-19	field-20	field-21
-3830468090912744217	notional-53	phase0	842	0	335	30	0	30	3612	32	0	0	356	0	895	1260	0	1260	1	0	1
-3830468090912744217	notional-53	phase4	33	0	0	0	0	0	198	0	0	0	0	0	33	33	0	33	1	0	1
-3830468090912744217	notional-53	phase3	120	0	0	0	0	0	720	0	0	0	0	0	120	120	0	120	1	0	1
-3830468090912744217	notional-53	phase5	48	0	0	0	0	0	288	0	0	0	0	0	48	48	0	48	1	0	1
-3830468090912744217	notional-53	phase1	363	0	0	0	0	0	3924	0	0	0	405	0	768	768	0	768	1	0	1
-3830468090912744217	notional-53	phase2	0	0	103	0	0	0	786	0	0	1	263	0	159	263	0	263	1	0	1
3941726275179482216	notional-53	phase0	0	0	335	0	0	30	3612	0	0	0	0	0	895	0	0	1260	0	0	1
3941726275179482216	notional-53	phase4	0	0	0	0	0	0	198	0	0	0	0	0	33	0	0	33	0	0	1
3941726275179482216	notional-53	phase3	0	0	0	0	0	0	720	0	0	0	0	0	120	0	0	120	0	0	1
3941726275179482216	notional-53	phase5	0	0	0	0	0	0	288	0	0	0	0	0	48	0	0	48	0	0	1
3941726275179482216	notional-53	phase1	0	0	0	0	0	0	3924	0	0	0	0	0	768	0	0	768	0	0	1
3941726275179482216	notional-53	phase2	0	0	103	0	0	0	786	0	0	1	0	0	159	0	0	263	0	0	1
6516237962953180933	notional-54	phase0	2622	0	0	90	0	0	12002	0	0	0	1068	0	0	3780	0	0	3	0	0
6516237962953180933	notional-54	phase4	99	0	0	0	0	0	693	0	0	0	0	0	0	99	0	0	3	0	0
6516237962953180933	notional-54	phase3	360	0	0	0	0	0	2520	0	0	0	0	0	0	360	0	0	3	0	0
6516237962953180933	notional-54	phase5	144	0	0	0	0	0	945	0	0	0	0	0	0	144	0	0	3	0	0
6516237962953180933	notional-54	phase1	1080	0	0	36	0	0	11327	0	0	0	1188	0	0	2304	0	0	3	0	0
6516237962953180933	notional-54	phase2	432	0	0	0	0	0	2392	189	0	0	1002	0	0	1623	0	0	3	0	0
-7950232997764406059	notional-54	phase0	1748	0	0	60	0	0	12002	0	0	0	712	0	0	2520	0	0	2	0	0
-7950232997764406059	notional-54	phase4	66	0	0	0	0	0	693	0	0	0	0	0	0	66	0	0	2	0	0
-7950232997764406059	notional-54	phase3	240	0	0	0	0	0	2520	0	0	0	0	0	0	240	0	0	2	0	0
-7950232997764406059	notional-54	phase5	96	0	0	0	0	0	945	0	0	0	0	0	0	96	0	0	2	0	0
-7950232997764406059	notional-54	phase1	720	0	0	33	0	0	11327	0	0	0	783	0	0	1536	0	0	2	0	0
-7950232997764406059	notional-54	phase2	405	0	0	0	0	0	2392	0	0	0	677	0	0	1082	0	0	2	0	0
4313329334667118011	notional-54	phase0	874	0	0	30	0	0	12002	0	0	0	356	0	0	1260	0	0	1	0	0
4313329334667118011	notional-54	phase4	33	0	0	0	0	0	693	0	0	0	0	0	0	33	0	0	1	0	0
4313329334667118011	notional-54	phase3	120	0	0	0	0	0	2520	0	0	0	0	0	0	120	0	0	1	0	0
4313329334667118011	notional-54	phase5	48	0	0	0	0	0	945	0	0	0	0	0	0	48	0	0	1	0	0
4313329334667118011	notional-54	phase1	360	0	0	3	0	0	11327	0	0	0	405	0	0	768	0	0	1	0	0
4313329334667118011	notional-54	phase2	216	0	0	0	0	0	2392	0	0	0	325	0	0	541	0	0	1	0	0
-2916761123856931395	notional-55	phase0	452	965	1005	0	60	90	2790	446	535	1072	362	4740	4133	1260	6300	6300	1	5	5
-2916761123856931395	notional-55	phase4	33	66	0	0	0	0	198	0	0	0	0	99	165	33	165	165	1	5	5
-2916761123856931395	notional-55	phase3	120	240	6	0	0	0	720	0	0	0	0	360	594	120	600	600	1	5	5
-2916761123856931395	notional-55	phase5	48	82	61	0	6	0	288	0	0	0	0	152	179	48	240	240	1	5	5
-2916761123856931395	notional-55	phase1	447	322	603	30	55	60	3298	0	0	0	291	3463	3177	768	3840	3840	1	5	5
-2916761123856931395	notional-55	phase2	0	0	14	0	0	0	524	0	0	2	263	1315	1299	263	1315	1315	1	5	5
-3701633634015730705	notional-55	phase0	0	1088	1005	0	90	90	2790	0	624	1255	0	4498	3950	0	6300	6300	0	5	5
-3701633634015730705	notional-55	phase4	0	33	0	0	0	0	198	0	0	0	0	132	165	0	165	165	0	5	5
-3701633634015730705	notional-55	phase3	0	120	34	0	0	0	720	0	0	0	0	480	566	0	600	600	0	5	5
-3701633634015730705	notional-55	phase5	0	65	96	0	0	0	288	0	0	0	0	175	144	0	240	240	0	5	5
-3701633634015730705	notional-55	phase1	0	369	540	0	60	60	3298	0	0	0	0	3411	3240	0	3840	3840	0	5	5
-3701633634015730705	notional-55	phase2	0	0	14	0	0	0	524	0	0	2	0	1315	1299	0	1315	1315	0	5	5
-7862627555922559444	notional-56	phase0	0	0	0	0	0	0	182	0	365	0	0	895	0	0	1260	0	0	1	0
-7862627555922559444	notional-56	phase4	0	0	0	0	0	0	0	0	0	0	0	33	0	0	33	0	0	1	0
-7862627555922559444	notional-56	phase3	0	0	0	0	0	0	0	0	0	0	0	120	0	0	120	0	0	1	0
-7862627555922559444	notional-56	phase5	0	0	0	0	0	0	0	0	0	0	0	48	0	0	48	0	0	1	0
-7862627555922559444	notional-56	phase1	0	0	0	0	0	0	0	0	0	0	0	768	0	0	768	0	0	1	0
-7862627555922559444	notional-56	phase2	0	0	0	0	0	0	0	0	365	0	0	176	0	0	541	0	0	1	0
6309584982564834826	notional-57	phase0	0	875	4822	0	60	362	15994	0	203	936	0	3902	16560	0	5040	22680	0	4	18
6309584982564834826	notional-57	phase4	0	85	203	0	0	0	858	0	0	0	0	47	391	0	132	594	0	4	18
6309584982564834826	notional-57	phase3	0	360	690	0	0	105	3120	0	0	0	0	120	1365	0	480	2160	0	4	18
6309584982564834826	notional-57	phase5	0	97	288	0	26	15	1185	0	0	0	0	69	561	0	192	864	0	4	18
6309584982564834826	notional-57	phase1	0	494	1802	0	53	207	15081	0	0	0	0	2525	11815	0	3072	13824	0	4	18
6309584982564834826	notional-57	phase2	0	0	712	0	0	60	2764	0	0	1122	0	2164	7844	0	2164	9738	0	4	18
2319257308722474128	notional-58	phase0	0	1191	240	0	30	30	1531	0	1538	263	0	7321	1987	0	10080	2520	0	8	2
2319257308722474128	notional-58	phase4	0	33	0	0	0	0	33	0	132	19	0	99	47	0	264	66	0	8	2
2319257308722474128	notional-58	phase3	0	120	0	0	0	0	120	0	392	120	0	448	120	0	960	240	0	8	2
2319257308722474128	notional-58	phase5	0	48	0	0	30	0	48	0	82	48	0	224	48	0	384	96	0	8	2
2319257308722474128	notional-58	phase1	0	639	129	0	60	0	768	0	893	370	0	4552	1037	0	6144	1536	0	8	2
2319257308722474128	notional-58	phase2	0	294	111	0	30	30	541	0	0	0	0	4004	941	0	4328	1082	0	8	2
-6224033791361728235	notional-59	phase0	2321	0	6852	90	0	591	12596	301	0	326	1068	0	22471	3780	0	30240	3	0	24
-6224033791361728235	notional-59	phase4	99	0	145	0	0	15	528	0	0	0	0	0	632	99	0	792	3	0	24
-6224033791361728235	notional-59	phase3	360	0	525	0	0	82	1920	0	0	0	0	0	2273	360	0	2880	3	0	24
-6224033791361728235	notional-59	phase5	144	0	192	0	0	32	747	0	0	0	0	0	928	144	0	1152	3	0	24
-6224033791361728235	notional-59	phase1	1381	0	1960	90	0	192	8817	0	0	0	833	0	16280	2304	0	18432	3	0	24
-6224033791361728235	notional-59	phase2	0	0	1129	0	0	95	1606	266	0	1466	1357	0	10294	1623	0	12984	3	0	24
5990586573380833306	notional-59	phase0	1575	0	6646	60	0	601	12596	173	0	189	712	0	22804	2520	0	30240	2	0	24
5990586573380833306	notional-59	phase4	66	0	76	0	0	28	528	0	0	0	0	0	688	66	0	792	2	0	24
5990586573380833306	notional-59	phase3	240	0	353	0	0	32	1920	0	0	0	0	0	2495	240	0	2880	2	0	24
5990586573380833306	notional-59	phase5	96	0	257	0	0	0	747	0	0	0	0	0	895	96	0	1152	2	0	24
5990586573380833306	notional-59	phase1	893	0	3766	46	0	376	8817	0	0	0	597	0	14290	1536	0	18432	2	0	24
5990586573380833306	notional-59	phase2	0	0	819	0	0	90	1606	219	0	888	863	0	11187	1082	0	12984	2	0	24
-1633837906399880469	notional-59	phase0	443	0	6462	0	0	613	12596	279	0	536	538	0	22629	1260	0	30240	1	0	24
-1633837906399880469	notional-59	phase4	33	0	158	0	0	22	528	0	0	0	0	0	612	33	0	792	1	0	24
-1633837906399880469	notional-59	phase3	120	0	886	0	0	19	1920	0	0	0	0	0	1975	120	0	2880	1	0	24
-1633837906399880469	notional-59	phase5	48	0	473	0	0	19	747	0	0	0	0	0	660	48	0	1152	1	0	24
-1633837906399880469	notional-59	phase1	456	0	3661	30	0	348	8817	0	0	0	282	0	14423	768	0	18432	1	0	24
-1633837906399880469	notional-59	phase2	0	0	699	0	0	60	1606	93	0	845	448	0	11380	541	0	12984	1	0	24
-8793012323921783679	notional-59	phase0	0	0	6374	0	0	570	12596	0	0	779	0	0	22517	0	0	30240	0	0	24
-8793012323921783679	notional-59	phase4	0	0	217	0	0	31	528	0	0	0	0	0	544	0	0	792	0	0	24
-8793012323921783679	notional-59	phase3	0	0	1042	0	0	61	1920	0	0	0	0	0	1777	0	0	2880	0	0	24
-8793012323921783679	notional-59	phase5	0	0	576	0	0	21	747	0	0	0	0	0	555	0	0	1152	0	0	24
-8793012323921783679	notional-59	phase1	0	0	3191	0	0	318	8817	0	0	0	0	0	14923	0	0	18432	0	0	24
-8793012323921783679	notional-59	phase2	0	0	896	0	0	65	1606	0	0	629	0	0	11394	0	0	12984	0	0	24
-6499553314980712103	notional-60	phase0	475	0	0	0	0	0	1411	80	0	0	705	0	0	1260	0	0	1	0	0
-6499553314980712103	notional-60	phase4	33	0	0	0	0	0	99	0	0	0	0	0	0	33	0	0	1	0	0
-6499553314980712103	notional-60	phase3	120	0	0	0	0	0	360	0	0	0	0	0	0	120	0	0	1	0	0
-6499553314980712103	notional-60	phase5	48	0	0	0	0	0	144	0	0	0	0	0	0	48	0	0	1	0	0
-6499553314980712103	notional-60	phase1	363	0	0	0	0	0	1649	0	0	0	405	0	0	768	0	0	1	0	0
-6499553314980712103	notional-60	phase2	0	0	0	0	0	0	262	0	0	0	263	0	0	263	0	0	1	0	0
-4958408067048224582	notional-61	phase0	0	0	335	0	0	30	1539	0	0	0	0	0	895	0	0	1260	0	0	1
-4958408067048224582	notional-61	phase4	0	0	0	0	0	0	99	0	0	0	0	0	33	0	0	33	0	0	1
-4958408067048224582	notional-61	phase3	0	0	0	0	0	0	360	0	0	0	0	0	120	0	0	120	0	0	1
-4958408067048224582	notional-61	phase5	0	0	0	0	0	0	144	0	0	0	0	0	48	0	0	48	0	0	1
-4958408067048224582	notional-61	phase1	0	0	0	0	0	0	1649	0	0	0	0	0	768	0	0	768	0	0	1
-4958408067048224582	notional-61	phase2	0	0	103	0	0	0	262	0	0	1	0	0	159	0	0	263	0	0	1
2554981554764068313	notional-62	phase0	0	0	2663	0	0	210	23391	0	0	0	0	0	9727	0	0	12600	0	0	10
2554981554764068313	notional-62	phase4	0	0	137	0	0	0	1188	0	0	0	0	0	193	0	0	330	0	0	10
2554981554764068313	notional-62	phase3	0	0	543	0	0	30	4320	0	0	0	0	0	627	0	0	1200	0	0	10
2554981554764068313	notional-62	phase5	0	0	164	0	0	34	1665	0	0	0	0	0	282	0	0	480	0	0	10
2554981554764068313	notional-62	phase1	0	0	563	0	0	76	20778	0	0	0	0	0	7041	0	0	7680	0	0	10
2554981554764068313	notional-62	phase2	0	0	866	0	0	70	4752	0	0	0	0	0	4474	0	0	5410	0	0	10
-1035839547273495166	notional-63	phase0	3240	0	6732	120	0	570	32282	8	0	0	1672	0	20418	5040	0	27720	4	0	22
-1035839547273495166	notional-63	phase4	132	0	137	0	0	0	1683	0	0	0	0	0	589	132	0	726	4	0	22
-1035839547273495166	notional-63	phase3	480	0	947	0	0	0	6120	0	0	0	0	0	1693	480	0	2640	4	0	22
-1035839547273495166	notional-63	phase5	192	0	432	0	0	0	2385	0	0	0	0	0	624	192	0	1056	4	0	22
-1035839547273495166	notional-63	phase1	1691	0	4072	90	0	211	29454	0	0	0	1291	0	12613	3072	0	16896	4	0	22
-1035839547273495166	notional-63	phase2	426	0	2330	0	0	228	7916	168	0	138	1570	0	9206	2164	0	11902	4	0	22
8911675234667584916	notional-63	phase0	2622	0	6606	90	0	540	32282	0	0	0	1068	0	20574	3780	0	27720	3	0	22
8911675234667584916	notional-63	phase4	99	0	208	0	0	0	1683	0	0	0	0	0	518	99	0	726	3	0	22
8911675234667584916	notional-63	phase3	360	0	1119	0	0	27	6120	0	0	0	0	0	1494	360	0	2640	3	0	22
8911675234667584916	notional-63	phase5	144	0	576	0	0	3	2385	0	0	0	0	0	477	144	0	1056	3	0	22
8911675234667584916	notional-63	phase1	1080	0	3811	90	0	272	29454	0	0	0	1134	0	12813	2304	0	16896	3	0	22
8911675234667584916	notional-63	phase2	308	0	2390	0	0	236	7916	259	0	134	1056	0	9142	1623	0	11902	3	0	22
-4916050827116923578	notional-63	phase0	1467	0	6625	60	0	540	32282	0	0	0	993	0	20555	2520	0	27720	2	0	22
-4916050827116923578	notional-63	phase4	66	0	208	0	0	0	1683	0	0	0	0	0	518	66	0	726	2	0	22
-4916050827116923578	notional-63	phase3	240	0	1147	0	0	30	6120	0	0	0	0	0	1463	240	0	2640	2	0	22
-4916050827116923578	notional-63	phase5	96	0	553	0	0	0	2385	0	0	0	0	0	503	96	0	1056	2	0	22
-4916050827116923578	notional-63	phase1	1001	0	3787	35	0	243	29454	0	0	0	500	0	12866	1536	0	16896	2	0	22
-4916050827116923578	notional-63	phase2	142	0	2386	0	0	198	7916	47	0	154	893	0	9164	1082	0	11902	2	0	22
-7748040872286365344	notional-63	phase0	874	0	6521	30	0	530	32282	0	0	0	356	0	20669	1260	0	27720	1	0	22
-7748040872286365344	notional-63	phase4	33	0	234	0	0	12	1683	0	0	0	0	0	480	33	0	726	1	0	22
-7748040872286365344	notional-63	phase3	120	0	1080	0	0	18	6120	0	0	0	0	0	1542	120	0	2640	1	0	22
-7748040872286365344	notional-63	phase5	48	0	485	0	0	0	2385	0	0	0	0	0	571	48	0	1056	1	0	22
-7748040872286365344	notional-63	phase1	360	0	4202	30	0	259	29454	0	0	0	378	0	12435	768	0	16896	1	0	22
-7748040872286365344	notional-63	phase2	142	0	2227	0	0	240	7916	47	0	10	352	0	9425	541	0	11902	1	0	22
973416522019030154	notional-63	phase0	0	0	6478	0	0	480	32282	0	0	0	0	0	20762	0	0	27720	0	0	22
973416522019030154	notional-63	phase4	0	0	312	0	0	0	1683	0	0	0	0	0	414	0	0	726	0	0	22
973416522019030154	notional-63	phase3	0	0	1391	0	0	60	6120	0	0	0	0	0	1189	0	0	2640	0	0	22
973416522019030154	notional-63	phase5	0	0	534	0	0	15	2385	0	0	0	0	0	507	0	0	1056	0	0	22
973416522019030154	notional-63	phase1	0	0	3365	0	0	203	29454	0	0	0	0	0	13328	0	0	16896	0	0	22
973416522019030154	notional-63	phase2	0	0	2202	0	0	240	7916	0	0	72	0	0	9388	0	0	11902	0	0	22
8062643259103780418	notional-64	phase0	492	1693	2598	0	120	139	4783	287	1474	2922	481	5533	13241	1260	8820	18900	1	7	15
8062643259103780418	notional-64	phase4	33	66	198	0	0	12	297	0	0	32	0	165	253	33	231	495	1	7	15
8062643259103780418	notional-64	phase3	120	226	734	0	14	0	1080	0	12	109	0	588	957	120	840	1800	1	7	15
8062643259103780418	notional-64	phase5	48	48	313	0	39	46	411	0	25	25	0	224	336	48	336	720	1	7	15
8062643259103780418	notional-64	phase1	752	312	961	0	37	164	11198	16	0	78	0	5027	10317	768	5376	11520	1	7	15
8062643259103780418	notional-64	phase2	230	87	102	0	0	0	1622	33	11	102	0	1743	3741	263	1841	3945	1	7	15
1109062680198261291	notional-64	phase0	0	1508	3137	0	78	211	4783	0	1136	3135	0	6098	12417	0	8820	18900	0	7	15
1109062680198261291	notional-64	phase4	0	123	132	0	12	0	297	0	0	0	0	96	363	0	231	495	0	7	15
1109062680198261291	notional-64	phase3	0	473	513	0	7	14	1080	0	0	0	0	360	1273	0	840	1800	0	7	15
1109062680198261291	notional-64	phase5	0	98	231	0	69	39	411	0	0	0	0	169	450	0	336	720	0	7	15
1109062680198261291	notional-64	phase1	0	143	1012	0	44	157	11198	0	0	0	0	5189	10351	0	5376	11520	0	7	15
1109062680198261291	notional-64	phase2	0	0	189	0	0	0	1622	0	10	65	0	1831	3691	0	1841	3945	0	7	15
7894387437954710226	notional-65	phase0	507	0	0	0	0	0	587	397	0	365	356	0	895	1260	0	1260	1	0	1
7894387437954710226	notional-65	phase4	33	0	0	0	0	0	33	0	0	0	0	0	33	33	0	33	1	0	1
7894387437954710226	notional-65	phase3	120	0	0	0	0	0	120	0	0	0	0	0	120	120	0	120	1	0	1
7894387437954710226	notional-65	phase5	27	0	0	0	0	0	27	21	0	13	0	0	35	48	0	48	1	0	1
7894387437954710226	notional-65	phase1	413	0	335	30	0	30	848	182	0	262	22	0	20	647	0	647	1	0	1
-8206895842791535072	notional-65	phase0	0	0	335	0	0	30	587	0	0	71	0	0	824	0	0	1260	0	0	1
-8206895842791535072	notional-65	phase4	0	0	0	0	0	0	33	0	0	0	0	0	33	0	0	33	0	0	1
-8206895842791535072	notional-65	phase3	0	0	0	0	0	0	120	0	0	0	0	0	120	0	0	120	0	0	1
-8206895842791535072	notional-65	phase5	0	0	0	0	0	0	27	0	0	0	0	0	48	0	0	48	0	0	1
-8206895842791535072	notional-65	phase1	0	0	0	0	0	0	848	0	0	0	0	0	647	0	0	647	0	0	1
5842937841718679310	notional-66	phase0	0	633	670	0	30	60	1395	0	540	174	0	3837	1616	0	5040	2520	0	4	2
5842937841718679310	notional-66	phase4	0	99	0	0	0	0	99	0	0	0	0	33	66	0	132	66	0	4	2
5842937841718679310	notional-66	phase3	0	360	0	0	0	0	360	0	0	0	0	120	240	0	480	240	0	4	2
5842937841718679310	notional-66	phase5	0	122	0	0	1	0	144	0	0	0	0	69	96	0	192	96	0	4	2
5842937841718679310	notional-66	phase1	0	126	0	0	60	0	1649	0	0	0	0	2886	1536	0	3072	1536	0	4	2
5842937841718679310	notional-66	phase2	0	7	0	0	0	0	262	0	1	0	0	1044	526	0	1052	526	0	4	2
-3408216071182485663	notional-67	phase0	0	0	1362	0	0	120	5327	0	0	532	0	0	4286	0	0	6300	0	0	5
-3408216071182485663	notional-67	phase4	0	0	33	0	0	0	363	0	0	0	0	0	132	0	0	165	0	0	5
-3408216071182485663	notional-67	phase3	0	0	120	0	0	0	1320	0	0	0	0	0	480	0	0	600	0	0	5
-3408216071182485663	notional-67	phase5	0	0	48	0	0	0	507	0	0	0	0	0	192	0	0	240	0	0	5
-3408216071182485663	notional-67	phase1	0	0	112	0	0	27	5598	0	0	0	0	0	3701	0	0	3840	0	0	5
-3408216071182485663	notional-67	phase2	0	0	231	0	0	0	786	0	0	17	0	0	1067	0	0	1315	0	0	5
7692218305465376107	notional-68	phase0	0	335	0	0	30	0	1910	0	389	730	0	1766	1790	0	2520	2520	0	2	2
7692218305465376107	notional-68	phase4	0	0	0	0	0	0	132	0	0	0	0	66	66	0	66	66	0	2	2
7692218305465376107	notional-68	phase3	0	0	109	0	0	0	480	0	0	0	0	240	131	0	240	240	0	2	2
7692218305465376107	notional-68	phase5	0	13	75	0	0	0	171	0	0	0	0	83	21	0	96	96	0	2	2
7692218305465376107	notional-68	phase1	0	322	486	0	30	60	1649	0	0	16	0	1184	974	0	1536	1536	0	2	2
7692218305465376107	notional-68	phase2	0	55	0	0	0	0	262	0	1	0	0	470	526	0	526	526	0	2	2
-7922676973487556780	notional-69	phase0	3926	1603	0	125	150	0	22349	0	0	0	2249	5807	0	6300	7560	0	5	6	0
-7922676973487556780	notional-69	phase4	165	71	0	0	0	0	924	0	0	0	0	127	0	165	198	0	5	6	0
-7922676973487556780	notional-69	phase3	600	329	0	0	30	0	3360	0	0	0	0	361	0	600	720	0	5	6	0
-7922676973487556780	notional-69	phase5	240	96	0	0	0	0	1343	0	0	0	0	192	0	240	288	0	5	6	0
-7922676973487556780	notional-69	phase1	2244	631	0	121	90	0	17733	0	0	0	1475	3887	0	3840	4608	0	5	6	0
-7922676973487556780	notional-69	phase2	597	298	0	0	30	0	7163	0	0	0	2108	2918	0	2705	3246	0	5	6	0
6628672621865768439	notional-69	phase0	3314	1915	0	96	180	0	22349	0	0	0	1630	5465	0	5040	7560	0	4	6	0
6628672621865768439	notional-69	phase4	132	19	0	0	0	0	924	0	0	0	0	179	0	132	198	0	4	6	0
6628672621865768439	notional-69	phase3	480	120	0	0	0	0	3360	0	0	0	0	600	0	480	720	0	4	6	0
6628672621865768439	notional-69	phase5	192	48	0	0	0	0	1343	0	0	0	0	240	0	192	288	0	4	6	0
6628672621865768439	notional-69	phase1	1622	148	0	120	30	0	17733	0	0	0	1330	4430	0	3072	4608	0	4	6	0
6628672621865768439	notional-69	phase2	574	748	0	0	30	0	7163	0	0	0	1590	2468	0	2164	3246	0	4	6	0
-8315603865822401242	notional-69	phase0	2500	1500	0	90	150	0	22349	0	0	0	1190	5910	0	3780	7560	0	3	6	0
-8315603865822401242	notional-69	phase4	99	33	0	0	0	0	924	0	0	0	0	165	0	99	198	0	3	6	0
-8315603865822401242	notional-69	phase3	360	277	0	0	23	0	3360	0	0	0	0	420	0	360	720	0	3	6	0
-8315603865822401242	notional-69	phase5	144	192	0	0	7	0	1343	0	0	0	0	89	0	144	288	0	3	6	0
-8315603865822401242	notional-69	phase1	1202	968	0	90	120	0	17733	0	0	0	1012	3520	0	2304	4608	0	3	6	0
-8315603865822401242	notional-69	phase2	445	240	0	0	30	0	7163	0	0	0	1178	2976	0	1623	3246	0	3	6	0
-6444412806276439763	notional-69	phase0	1655	1639	0	60	120	0	22349	0	0	0	805	5801	0	2520	7560	0	2	6	0
-6444412806276439763	notional-69	phase4	66	72	0	0	0	0	924	0	0	0	0	126	0	66	198	0	2	6	0
-6444412806276439763	notional-69	phase3	240	235	0	0	50	0	3360	0	0	0	0	435	0	240	720	0	2	6	0
-6444412806276439763	notional-69	phase5	96	48	0	0	10	0	1343	0	0	0	0	230	0	96	288	0	2	6	0
-6444412806276439763	notional-69	phase1	813	496	0	60	60	0	17733	0	0	0	663	4052	0	1536	4608	0	2	6	0
-6444412806276439763	notional-69	phase2	285	480	0	0	60	0	7163	0	0	0	797	2706	0	1082	3246	0	2	6	0
-4645324088262921676	notional-69	phase0	874	1630	0	30	152	0	22349	0	0	0	356	5778	0	1260	7560	0	1	6	0
-4645324088262921676	notional-69	phase4	33	38	0	0	28	0	924	0	0	0	0	132	0	33	198	0	1	6	0
-4645324088262921676	notional-69	phase3	120	416	0	0	0	0	3360	0	0	0	0	304	0	120	720	0	1	6	0
-4645324088262921676	notional-69	phase5	48	192	0	0	0	0	1343	0	0	0	0	96	0	48	288	0	1	6	0
-4645324088262921676	notional-69	phase1	360	694	0	3	120	0	17733	0	0	0	405	3794	0	768	4608	0	1	6	0
-4645324088262921676	notional-69	phase2	216	130	0	0	0	0	7163	0	0	0	325	3116	0	541	3246	0	1	6	0
-8646323851641394011	notional-69	phase0	0	1474	0	0	150	0	22349	0	0	0	0	5936	0	0	7560	0	0	6	0
-8646323851641394011	notional-69	phase4	0	52	0	0	0	0	924	0	0	0	0	146	0	0	198	0	0	6	0
-8646323851641394011	notional-69	phase3	0	312	0	0	0	0	3360	0	0	0	0	408	0	0	720	0	0	6	0
-8646323851641394011	notional-69	phase5	0	163	0	0	24	0	1343	0	0	0	0	101	0	0	288	0	0	6	0
-8646323851641394011	notional-69	phase1	0	969	0	0	120	0	17733	0	0	0	0	3519	0	0	4608	0	0	6	0
-8646323851641394011	notional-69	phase2	0	116	0	0	0	0	7163	0	0	0	0	3130	0	0	3246	0	0	6	0
-3696131759255910701	notional-70	phase0	2752	7472	1731	60	590	64	27615	737	2171	261	1491	22527	5504	5040	32760	7560	4	26	6
-3696131759255910701	notional-70	phase4	132	137	99	0	0	0	1584	0	0	0	0	721	99	132	858	198	4	26	6
-3696131759255910701	notional-70	phase3	480	763	85	0	0	90	5760	0	0	0	0	2357	545	480	3120	720	4	26	6
-3696131759255910701	notional-70	phase5	192	363	0	0	20	0	2283	0	0	0	0	865	288	192	1248	288	4	26	6
-3696131759255910701	notional-70	phase1	1560	3009	335	90	206	30	28981	0	0	0	1422	16753	4243	3072	19968	4608	4	26	6
-3696131759255910701	notional-70	phase2	0	1103	158	0	90	0	4716	666	3074	541	1498	9799	2547	2164	14066	3246	4	26	6
5372786462143048037	notional-70	phase0	2075	7277	1670	0	514	150	27615	549	1237	271	1156	23732	5469	3780	32760	7560	3	26	6
5372786462143048037	notional-70	phase4	99	226	33	0	29	0	1584	0	0	0	0	603	165	99	858	198	3	26	6
5372786462143048037	notional-70	phase3	360	819	141	0	81	3	5760	0	0	0	0	2220	576	360	3120	720	3	26	6
5372786462143048037	notional-70	phase5	144	409	48	0	40	27	2283	0	0	0	0	799	213	144	1248	288	3	26	6
5372786462143048037	notional-70	phase1	1874	3033	598	90	254	60	28981	0	0	0	340	16681	3950	2304	19968	4608	3	26	6
5372786462143048037	notional-70	phase2	524	545	142	0	0	0	4716	709	2435	755	390	11086	2349	1623	14066	3246	3	26	6
1938201432115226969	notional-70	phase0	1260	6960	1621	0	387	120	27615	400	2000	645	860	23413	5174	2520	32760	7560	2	26	6
1938201432115226969	notional-70	phase4	66	288	33	0	45	0	1584	0	0	0	0	525	165	66	858	198	2	26	6
1938201432115226969	notional-70	phase3	240	987	214	0	136	0	5760	0	0	0	0	1997	506	240	3120	720	2	26	6
1938201432115226969	notional-70	phase5	96	472	96	0	14	0	2283	0	0	0	0	762	192	96	1248	288	2	26	6
1938201432115226969	notional-70	phase1	1476	3699	559	60	314	45	28981	0	0	0	0	15955	4004	1536	19968	4608	2	26	6
1938201432115226969	notional-70	phase2	524	320	206	0	30	0	4716	558	1176	658	0	12540	2382	1082	14066	3246	2	26	6
8722950834455080467	notional-70	phase0	508	7543	1598	0	560	120	27615	96	946	24	656	23711	5818	1260	32760	7560	1	26	6
8722950834455080467	notional-70	phase4	33	155	104	0	29	0	1584	0	0	0	0	674	94	33	858	198	1	26	6
8722950834455080467	notional-70	phase3	120	633	387	0	31	30	5760	0	0	0	0	2456	303	120	3120	720	1	26	6
8722950834455080467	notional-70	phase5	48	374	105	0	0	18	2283	0	0	0	0	874	165	48	1248	288	1	26	6
8722950834455080467	notional-70	phase1	363	3197	296	0	265	46	28981	0	0	0	405	16506	4266	768	19968	4608	1	26	6
8722950834455080467	notional-70	phase2	0	890	82	0	0	0	4716	216	3119	558	325	10057	2606	541	14066	3246	1	26	6
4872828772434091113	notional-70	phase0	0	7355	1725	0	509	178	27615	0	1164	365	0	23732	5292	0	32760	7560	0	26	6
4872828772434091113	notional-70	phase4	0	269	19	0	0	2	1584	0	0	0	0	589	177	0	858	198	0	26	6
4872828772434091113	notional-70	phase3	0	866	123	0	144	0	5760	0	0	0	0	2110	597	0	3120	720	0	26	6
4872828772434091113	notional-70	phase5	0	288	96	0	36	0	2283	0	0	0	0	924	192	0	1248	288	0	26	6
4872828772434091113	notional-70	phase1	0	3201	767	0	279	58	28981	0	0	0	0	16488	3783	0	19968	4608	0	26	6
4872828772434091113	notional-70	phase2	0	802	110	0	30	0	4716	0	2139	571	0	11095	2565	0	14066	3246	0	26	6
